Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
20385,,NISSAN,Juke,2012,Jeep,True,Petrol,1.6,0,4.0,Automatic,Rear,4,Left wheel,Black,12,True
627,1304.0,BMW,X6,2013,Jeep,True,Petrol,4.4,118656,8.0,Automatic,4x4,4,Left wheel,Black,12,False
6115,779.0,LEXUS,ES 300,2013,Sedan,True,Hybrid,2.5,152400,4.0,Automatic,Front,4,Left wheel,Silver,12,False
25000,,TOYOTA,Camry Le,2012,Sedan,False,Petrol,2.5,276800,6.0,Tiptronic,Front,4,Left wheel,Black,10,False
627,934.0,MAZDA,1000,2015,Sedan,True,Petrol,2.5,113102,4.0,Automatic,4x4,4,Left wheel,Red,12,False
5000,,OPEL,Omega,1997,Universal,False,LPG,2.0,0,4.0,Manual,Rear,4,Left wheel,Golden,2,False
18503,,TOYOTA,Prius,2012,Hatchback,False,Petrol,1.8,160000,4.0,Variator,Front,4,Left wheel,White,8,False
29793,,MERCEDES-BENZ,ML 320,2009,Jeep,True,Diesel,3.2,245000,6.0,Automatic,4x4,4,Left wheel,Beige,0,True
26491,502.0,TOYOTA,Aqua,2013,Hatchback,True,Hybrid,1.5,69500,4.0,Automatic,Front,4,Left wheel,Silver,4,False
28225,,BMW,535,2011,Sedan,True,Petrol,3.5,200000,6.0,Tiptronic,Rear,4,Left wheel,White,6,True
5175,639.0,BMW,428,2014,Coupe,True,Petrol,2.0,107003,4.0,Automatic,4x4,2,Left wheel,White,12,False
2822,900.0,BUICK,Century,2015,Sedan,True,Petrol,2.4,105403,4.0,Automatic,Front,4,Left wheel,White,12,False
50184,891.0,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,122497,4.0,Automatic,Front,4,Left wheel,Blue,4,False
1646,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Petrol,3.5,205968,6.0,Automatic,4x4,4,Left wheel,White,12,False
15681,,BMW,X5,2004,Jeep,True,Petrol,3.0,205000,6.0,Tiptronic,4x4,4,Left wheel,Grey,6,False
549,645.0,TOYOTA,Prius,2011,Hatchback,True,Hybrid,1.8,420053,4.0,Automatic,Front,4,Left wheel,Blue,12,False
44533,,MAZDA,Mazda 6,2017,Sedan,True,Petrol,2.5,71500,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
6899,,VOLKSWAGEN,Jetta,2003,Sedan,False,Petrol,2.0,179000,4.0,Manual,Front,4,Left wheel,Silver,8,False
17249,,HYUNDAI,Sonata,2011,Sedan,False,Hybrid,2.4,153321,4.0,Tiptronic,Front,4,Left wheel,Silver,8,False
6899,,CHRYSLER,PT Cruiser,2002,Hatchback,False,Petrol,2.0,99000,4.0,Tiptronic,Front,4,Right-hand drive,Green,4,False
8311,,SUZUKI,CERVO,2010,Universal,False,Petrol,0.6,101000,4.0,Manual,4x4,2,Right-hand drive,White,2,False
15323,836.0,HYUNDAI,Sonata,2010,Sedan,True,Petrol,2.0,170341,4.0,Automatic,Front,4,Left wheel,White,4,False
25089,917.0,MERCEDES-BENZ,Sprinter Maxi-ს Max,2013,Microbus,True,Diesel,3.0,328000,6.0,Tiptronic,Rear,4,Left wheel,White,6,True
188,1659.0,TOYOTA,Tundra,2014,Jeep,True,Petrol,5.7,101928,8.0,Automatic,4x4,4,Left wheel,Black,12,False
15681,,MERCEDES-BENZ,E 270,2002,Sedan,True,Diesel,2.7,306089,5.0,Tiptronic,Rear,4,Left wheel,Blue,12,True
5800,,OPEL,Zafira,1999,Minivan,False,CNG,1.8,0,4.0,Manual,Front,4,Left wheel,White,2,False
24148,,HYUNDAI,Sonata LPG,2014,Sedan,True,LPG,2.0,42000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
17562,1296.0,TOYOTA,Camry Hybrid,2008,Sedan,True,Hybrid,2.4,78490,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
3900,,HONDA,Odyssey,1999,Minivan,False,Petrol,2.3,68000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
5018,,AUDI,A4,2001,Sedan,True,CNG,2.8,25000,6.0,Tiptronic,Front,4,Left wheel,Silver,8,False
10976,,JEEP,Grand Cherokee,2004,Jeep,True,Petrol,4.7,140800,8.0,Automatic,4x4,4,Left wheel,Blue,6,False
45473,,TOYOTA,Highlander,2011,Jeep,True,Petrol,3.5,112000,6.0,Tiptronic,4x4,4,Left wheel,Grey,10,False
9252,1268.0,TOYOTA,Aqua,2012,Hatchback,False,Hybrid,1.5,144000,4.0,Variator,Front,4,Right-hand drive,White,0,False
14583,834.0,TOYOTA,Tacoma,2013,Jeep,True,Petrol,2.7,265558,4.0,Automatic,Rear,4,Left wheel,White,12,False
251,607.0,TOYOTA,Camry,2019,Sedan,True,Hybrid,2.5,39552,4.0,Automatic,Front,4,Left wheel,Black,12,False
12231,,FORD,Transit,2002,Microbus,False,Diesel,2.0,205000,4.0,Manual,Front,4,Left wheel,White,2,True
1350,,MITSUBISHI,Colt,2003,Hatchback,False,Petrol,1.2,1000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
941,585.0,TOYOTA,Prius,2013,Hatchback,True,Hybrid,1.8,133926,4.0,Automatic,Front,4,Left wheel,Red,12,False
27654,629.0,HYUNDAI,Elantra,2015,Sedan,True,Petrol,1.6,33355,4.0,Automatic,Front,4,Left wheel,Silver,4,False
20385,,BMW,X5,2004,Jeep,True,Diesel,3.0,230000,6.0,Tiptronic,4x4,5,Left wheel,Grey,6,True
706,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,True,Diesel,3.5,138384,6.0,Automatic,4x4,4,Left wheel,Black,12,False
18817,639.0,FORD,Fusion,2014,Sedan,True,Petrol,2.0,141752,4.0,Automatic,4x4,4,Left wheel,White,0,False
20385,585.0,TOYOTA,Prius,2013,Hatchback,True,Hybrid,1.8,100000,4.0,Automatic,Front,4,Left wheel,Blue,11,False
61816,891.0,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,17320,4.0,Automatic,Front,4,Left wheel,White,4,False
4234,753.0,HYUNDAI,Sonata,2012,Sedan,True,Hybrid,2.4,208627,4.0,Automatic,Front,4,Left wheel,Black,0,False
706,574.0,HONDA,Insight,2010,Hatchback,True,Hybrid,1.3,189571,4.0,Automatic,Front,4,Left wheel,Silver,0,False
2430,1598.0,MERCEDES-BENZ,E 350,2008,Sedan,True,Diesel,3.0,175614,6.0,Automatic,Rear,4,Left wheel,Black,12,False
45342,765.0,SSANGYONG,REXTON,2015,Jeep,True,Diesel,2.0,106055,4.0,Automatic,Front,4,Left wheel,Black,4,False
14113,,SUZUKI,Kizashi sporti,2010,Sedan,True,Petrol,2.4,145000,4.0,Variator,4x4,4,Left wheel,Silver,8,False
37633,,BMW,535,2013,Sedan,True,Petrol,3.0,155000,6.0,Tiptronic,Rear,4,Left wheel,Silver,14,True
2038,1172.0,MERCEDES-BENZ,ML 350,2011,Jeep,True,Diesel,3.5,186542,6.0,Automatic,4x4,4,Left wheel,White,12,False
57428,1017.0,HYUNDAI,Santa FE,2017,Jeep,True,Diesel,2.0,73324,4.0,Automatic,Front,4,Left wheel,Silver,4,False
61521,1110.0,SSANGYONG,REXTON,2017,Jeep,True,Diesel,2.2,65689,4.0,Automatic,Front,4,Left wheel,Black,4,False
8781,,MITSUBISHI,Pajero IO,2000,Jeep,False,Petrol,2.0,115000,4.0,Automatic,Rear,4,Left wheel,White,2,False
18817,382.0,HYUNDAI,Sonata hybrid,2014,Sedan,False,Hybrid,2.4,132000,4.0,Tiptronic,Front,4,Left wheel,Black,10,False
26720,399.0,HONDA,FIT,2019,Hatchback,True,Hybrid,1.5,2336,4.0,Automatic,Front,4,Left wheel,Black,4,False
36733,765.0,HYUNDAI,Santa FE,2015,Jeep,True,Diesel,2.0,170000,4.0,Automatic,Front,4,Left wheel,Grey,4,False
11917,586.0,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,180000,4.0,Automatic,Front,4,Left wheel,White,10,False
125,1750.0,TOYOTA,Highlander,2008,Sedan,True,Hybrid,3.3,287274,6.0,Automatic,4x4,4,Left wheel,White,12,False
627,503.0,HONDA,Civic,2012,Sedan,True,Hybrid,1.5,272189,4.0,Automatic,Front,4,Left wheel,Silver,0,False
17562,,HYUNDAI,Elantra,2012,Sedan,False,Petrol,1.8,122000,4.0,Tiptronic,Front,4,Left wheel,Black,8,False
4391,,OPEL,Astra,1996,Hatchback,False,Petrol,1.6,111112,4.0,Manual,Front,4,Left wheel,Black,2,False
12544,,HONDA,FIT,2012,Hatchback,False,Hybrid,1.3,81000,4.0,Automatic,Front,4,Right-hand drive,Silver,8,False
549,1249.0,TOYOTA,Camry,2017,Sedan,True,Petrol,2.5,63149,4.0,Automatic,Front,4,Left wheel,Red,12,False
11604,781.0,TOYOTA,Camry SPORT,2012,Sedan,True,Petrol,2.5,149000,4.0,Tiptronic,Front,4,Left wheel,Grey,12,False
12858,1451.0,BMW,550,2011,Hatchback,True,Petrol,4.4,110000,4.0,Automatic,Rear,4,Left wheel,Black,12,False
470,640.0,BMW,528,2013,Sedan,True,Petrol,2.0,140944,4.0,Automatic,4x4,4,Left wheel,Grey,12,False
25089,595.0,TOYOTA,Aqua,2015,Hatchback,True,Petrol,1.5,124382,4.0,Automatic,Front,4,Left wheel,White,4,False
6899,,HONDA,Stream,2004,Minivan,False,Petrol,1.7,0,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
43278,1514.0,LEXUS,GX 460,2011,Jeep,True,Petrol,4.6,160138,8.0,Automatic,4x4,4,Left wheel,White,0,False
23521,,MERCEDES-BENZ,Vito,2005,Microbus,False,Diesel,2.2,300000,4.0,Manual,Rear,4,Left wheel,White,2,False
314,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,225510,4.0,Automatic,Front,4,Left wheel,White,12,False
21953,586.0,LEXUS,CT 200h,2012,Hatchback,True,Hybrid,1.8,208000,4.0,Variator,Front,4,Left wheel,Carnelian red,12,False
13172,,MERCEDES-BENZ,ML 350,2005,Jeep,True,Petrol,3.5,171531,6.0,Tiptronic,4x4,4,Left wheel,White,6,False
26657,640.0,VOLKSWAGEN,Tiguan,2013,Jeep,True,Petrol,2.0,95000,4.0,Tiptronic,Front,4,Left wheel,Silver,8,True
9408,,FORD,Transit,1992,Microbus,False,Diesel,2.5,111111,4.0,Manual,Rear,4,Left wheel,White,0,False
16935,1185.0,HYUNDAI,H1,2009,Minivan,True,Diesel,2.5,165302,4.0,Automatic,Front,4,Left wheel,Silver,4,False
13172,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,381135,4.0,Automatic,Front,4,Left wheel,Orange,4,False
314,1172.0,FORD,B-MAX,2011,Jeep,True,Petrol,3.5,263338,6.0,Automatic,Front,4,Left wheel,Black,12,False
10976,,MERCEDES-BENZ,ML 500,2002,Jeep,True,CNG,5.0,200000,8.0,Tiptronic,4x4,4,Left wheel,Silver,8,False
27065,836.0,HYUNDAI,Tucson,2010,Jeep,True,Diesel,2.0,102138,4.0,Automatic,Front,4,Left wheel,Silver,4,False
11500,,INFINITI,FX35,2005,Jeep,True,Petrol,3.5,1000,6.0,Tiptronic,4x4,4,Left wheel,Silver,6,False
20200,640.0,FORD,C-MAX,2013,Sedan,True,Plug-in Hybrid,2.0,105000,4.0,Automatic,Front,4,Left wheel,White,8,False
8500,,MITSUBISHI,Montero Sport,2004,Jeep,False,CNG,3.0,250000,6.0,Automatic,4x4,4,Left wheel,Carnelian red,4,False
39201,1091.0,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,182821,4.0,Automatic,Front,4,Left wheel,Silver,4,False
12858,640.0,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.0,52668,4.0,Automatic,Front,4,Left wheel,Black,4,False
37633,,BMW,X1 28Xdrive,2014,Jeep,True,Petrol,2.0,95000,4.0,Tiptronic,4x4,4,Left wheel,Grey,12,True
18346,690.0,CHEVROLET,Malibu LT,2016,Sedan,False,Petrol,1.5,91380,4.0,Automatic,Front,4,Left wheel,Silver,8,True
36065,1211.0,BMW,X5 restilling,2010,Jeep,True,Petrol,3.0,165000,6.0,Tiptronic,4x4,4,Left wheel,Golden,12,True
4704,790.0,DAEWOO,Lacetti,2009,Sedan,True,Petrol,1.6,112282,4.0,Automatic,Front,4,Left wheel,Silver,4,False
8781,431.0,FORD,Fusion,2016,Sedan,True,Hybrid,2.0,194974,4.0,Automatic,Front,4,Left wheel,Black,0,False
8154,,MERCEDES-BENZ,ML 320,2000,Jeep,True,Petrol,3.2,0,6.0,Tiptronic,4x4,4,Left wheel,Silver,4,False
5488,,MERCEDES-BENZ,A 190,2001,Hatchback,True,Petrol,1.9,147000,4.0,Tiptronic,Front,4,Right-hand drive,Black,4,False
22580,1172.0,TOYOTA,Highlander,2011,Jeep,True,Petrol,3.5,368064,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
7213,,FORD,Focus Fokusi,2004,Sedan,False,Diesel,1.8,177087,4.0,Manual,Front,4,Left wheel,Grey,6,True
12231,530.0,NISSAN,Juke,2013,Jeep,True,Petrol,1.6,110531,4.0,Automatic,4x4,4,Left wheel,Red,0,False
157,915.0,JEEP,Grand Cherokee,2014,Jeep,True,Diesel,3.0,218230,6.0,Automatic,Front,4,Left wheel,Black,12,False
470,1077.0,TOYOTA,CHR,2019,Jeep,True,Petrol,2.0,65362,4.0,Automatic,Front,4,Left wheel,Silver,12,False
9565,919.0,MERCEDES-BENZ,E 350,2012,Sedan,True,Diesel,3.0,171221,6.0,Automatic,Rear,4,Left wheel,Black,12,False
6272,,MAZDA,Premacy,2003,Minivan,False,Petrol,1.8,10270,4.0,Automatic,Front,4,Right-hand drive,Grey,2,False
20385,781.0,TOYOTA,Camry,2012,Sedan,True,Petrol,2.5,85000,4.0,Tiptronic,Front,4,Left wheel,Silver,12,False
100,,MERCEDES-BENZ,Sprinter,2008,Microbus,True,Diesel,2.2,200000,4.0,Manual,Rear,4,Left wheel,White,4,True
13799,,SKODA,Fabia,2009,Hatchback,False,Diesel,1.4,120000,3.0,Manual,Front,4,Left wheel,Black,6,True
14740,,TOYOTA,Prius,2010,Sedan,False,Hybrid,1.8,200000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
12544,639.0,FORD,Focus,2014,Hatchback,False,Petrol,2.0,147995,4.0,Automatic,Front,4,Left wheel,White,0,False
12980,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,187500,4.0,Automatic,Front,4,Left wheel,Black,4,False
32929,880.0,HYUNDAI,Elantra,2018,Sedan,True,Petrol,1.6,54865,4.0,Automatic,Front,4,Left wheel,Grey,4,False
11290,,SUZUKI,SX4,2008,Jeep,False,Petrol,2.0,123000,4.0,Automatic,4x4,4,Left wheel,Black,6,False
19444,1079.0,TOYOTA,CHR,2018,Jeep,True,Petrol,2.0,40272,4.0,Automatic,Front,4,Left wheel,Grey,12,False
24775,,LEXUS,IS 250 რესტაილინგი,2011,Sedan,True,Petrol,2.5,138000,6.0,Tiptronic,Rear,4,Left wheel,Grey,10,False
220,753.0,HYUNDAI,Tucson,2012,Jeep,True,Petrol,2.4,221126,4.0,Automatic,Front,4,Left wheel,Black,0,False
20266,640.0,SSANGYONG,REXTON,2013,Jeep,True,Diesel,2.0,376356,4.0,Automatic,Front,4,Left wheel,Silver,4,False
37163,696.0,HYUNDAI,Santa FE,2013,Jeep,True,Diesel,2.2,42857,4.0,Automatic,Front,4,Left wheel,Blue,4,False
8467,843.0,TOYOTA,Prius,2008,Hatchback,False,Hybrid,1.5,150000,4.0,Automatic,Front,4,Left wheel,Red,6,False
15053,,TOYOTA,Aqua,2013,Sedan,False,Hybrid,1.5,140000,4.0,Automatic,Front,4,Right-hand drive,White,2,False
19444,1051.0,HYUNDAI,Sonata,2016,Sedan,False,Petrol,2.4,82000,4.0,Tiptronic,4x4,4,Left wheel,Silver,12,False
3763,790.0,DAEWOO,Gentra,2009,Sedan,True,Petrol,1.6,91930,4.0,Automatic,Front,4,Left wheel,Silver,4,False
16465,,BMW,335 335i,2008,Sedan,True,Petrol,3.0,97800,6.0,Manual,Rear,4,Left wheel,Black,8,True
75793,1077.0,HYUNDAI,Santa FE,2019,Jeep,True,Diesel,2.0,21680,4.0,Automatic,Front,4,Left wheel,Black,4,False
21639,751.0,KIA,Optima,2013,Sedan,False,Hybrid,2.4,127200,4.0,Tiptronic,Front,4,Left wheel,White,12,False
18817,,TOYOTA,Prius C,2013,Hatchback,False,Hybrid,1.5,108800,4.0,Automatic,Front,4,Left wheel,Orange,6,False
19444,502.0,FORD,Fusion,2013,Sedan,False,Petrol,1.5,100000,4.0,Automatic,Front,4,Left wheel,Black,8,True
30238,1273.0,SSANGYONG,REXTON,2009,Jeep,True,Diesel,2.7,116092,4.0,Automatic,Front,4,Left wheel,Silver,4,False
3763,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,124912,4.0,Automatic,Front,4,Left wheel,White,12,False
3763,891.0,LEXUS,IS 200,2016,Sedan,True,Petrol,2.0,58328,4.0,Automatic,Rear,4,Left wheel,White,12,False
24775,1750.0,LEXUS,RX 400 RESTAILING,2008,Jeep,True,Hybrid,3.3,235200,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
4391,,VOLKSWAGEN,Vento,1997,Sedan,False,CNG,1.8,174000,4.0,Manual,Front,4,Left wheel,Silver,4,False
7056,836.0,HYUNDAI,Sonata,2010,Sedan,True,LPG,2.0,116346,4.0,Automatic,Front,4,Left wheel,Black,4,False
21950,,SCION,tC,2014,Coupe,False,Petrol,2.5,92000,4.0,Tiptronic,Front,2,Left wheel,Blue,6,False
29087,730.0,CHEVROLET,Orlando,2016,Jeep,True,Diesel,1.6,50509,4.0,Automatic,Front,4,Left wheel,Grey,4,False
6586,1190.0,TOYOTA,Tacoma,2014,Sedan,True,Petrol,4.0,0,6.0,Automatic,Rear,4,Left wheel,Silver,12,False
12112,586.0,CHEVROLET,Cruze,2012,Sedan,True,Petrol,1.8,130000,4.0,Automatic,Front,4,Left wheel,Black,4,False
15681,333.0,FORD,C-MAX,2014,Hatchback,False,Hybrid,2.0,135657,4.0,Automatic,Front,4,Left wheel,White,12,False
1568,1598.0,MERCEDES-BENZ,E 350,2008,Sedan,True,Diesel,3.0,175614,6.0,Automatic,Rear,4,Left wheel,Black,12,False
15681,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,286095,4.0,Automatic,Front,4,Left wheel,Silver,4,False
2509,,DODGE,Intrepid,1999,Sedan,False,Petrol,2.7,215064,6.0,Automatic,Front,4,Left wheel,Beige,5,False
11851,1347.0,HYUNDAI,H1,2008,Universal,True,Diesel,2.5,200000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
5175,645.0,TOYOTA,Prius,2011,Hatchback,True,Hybrid,1.8,0,4.0,Automatic,Front,4,Left wheel,Grey,12,False
5896,1282.0,KIA,Sportage,2007,Jeep,True,Diesel,2.0,160487,4.0,Automatic,Front,4,Left wheel,Black,4,False
39750,730.0,SSANGYONG,Actyon,2016,Jeep,True,Diesel,1.6,68942,4.0,Automatic,Front,4,Left wheel,White,4,False
31361,,INFINITI,EX37,2012,Hatchback,True,Petrol,3.3,52000,6.0,Automatic,4x4,4,Left wheel,Black,2,False
6899,,HONDA,Stream,2004,Minivan,False,Petrol,1.7,0,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
34811,1363.0,LEXUS,GX 460,2012,Jeep,True,Petrol,4.6,229334,8.0,Automatic,4x4,4,Left wheel,Black,0,False
25402,,LEXUS,RX 400 HYBRID,2008,Jeep,True,Hybrid,3.3,270432,6.0,Automatic,4x4,4,Left wheel,Grey,8,False
3763,259.0,CHEVROLET,Volt,2014,Hatchback,True,Hybrid,1.4,138491,4.0,Automatic,Front,4,Left wheel,Black,0,False
3763,,VOLKSWAGEN,Passat,2002,Sedan,False,Petrol,1.8,0,4.0,Tiptronic,Front,4,Left wheel,Silver,6,True
9408,1438.0,OPEL,Combo,2003,Goods wagon,False,Diesel,1.7,152000,4.0,Manual,Front,4,Left wheel,Grey,2,False
27284,431.0,BMW,X5,2016,Jeep,True,Hybrid,2.0,73856,4.0,Automatic,4x4,4,Left wheel,Black,12,False
37633,,TOYOTA,Camry,2015,Sedan,True,Hybrid,2.5,166000,4.0,Variator,Front,4,Left wheel,Black,0,False
16621,,SUBARU,Forester,2005,Jeep,True,Petrol,2.0,145000,4.0,Manual,4x4,4,Right-hand drive,White,4,True
11760,,HONDA,Elysion,2005,Minivan,True,Petrol,2.4,145000,4.0,Tiptronic,4x4,4,Right-hand drive,White,6,False
23521,934.0,TOYOTA,RAV 4,2015,Jeep,False,Petrol,2.5,0,4.0,Automatic,4x4,4,Left wheel,Black,0,False
392,585.0,HYUNDAI,Elantra,2013,Jeep,True,Petrol,1.8,0,4.0,Automatic,Front,4,Left wheel,Silver,12,False
549,1202.0,HYUNDAI,Santa FE,2017,Sedan,True,Petrol,2.4,96790,4.0,Automatic,Front,4,Left wheel,Black,12,False
30734,2151.0,LEXUS,GX 470,2009,Jeep,True,Petrol,4.7,264339,8.0,Automatic,4x4,4,Left wheel,Black,0,False
24148,,TOYOTA,Prius ფლაგინი,2012,Hatchback,True,Plug-in Hybrid,1.8,262400,4.0,Automatic,Front,4,Left wheel,Silver,12,False
8311,,MITSUBISHI,Outlander,2002,Jeep,False,CNG,2.4,240000,4.0,Tiptronic,Front,4,Left wheel,White,4,False
29144,891.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,2.0,42765,4.0,Automatic,Front,4,Left wheel,White,4,False
470,531.0,NISSAN,Juke,2012,Jeep,True,Petrol,1.6,136712,4.0,Automatic,4x4,4,Left wheel,White,0,False
7000,,BMW,528,1998,Sedan,True,Petrol,2.8,124000,6.0,Manual,Rear,4,Left wheel,Black,0,False
22266,,BMW,535,2009,Sedan,True,Petrol,3.0,198400,6.0,Tiptronic,Rear,4,Left wheel,White,10,True
24148,781.0,TOYOTA,Camry,2012,Sedan,False,Hybrid,2.5,90600,4.0,Variator,Front,4,Left wheel,Silver,6,False
392,1111.0,MAZDA,CX-9,2013,Sedan,True,Petrol,3.7,55858,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
15053,1185.0,HYUNDAI,H1,2009,Minivan,True,Diesel,2.5,176878,4.0,Automatic,Front,4,Left wheel,Silver,4,False
3293,1249.0,NISSAN,Altima,2017,Sedan,True,Petrol,2.5,134571,4.0,Automatic,Front,4,Left wheel,Grey,12,False
41629,1249.0,HYUNDAI,H1,2017,Universal,True,Diesel,2.5,129841,4.0,Automatic,Front,4,Left wheel,Black,4,False
2195,586.0,TOYOTA,Prius,2012,Sedan,True,Hybrid,1.8,430278,4.0,Automatic,Front,4,Left wheel,Black,12,False
11917,,NISSAN,Tiida,2006,Sedan,False,LPG,1.6,200000,4.0,Automatic,Front,4,Left wheel,Silver,2,False
3293,645.0,TOYOTA,Prius,2011,Coupe,True,Hybrid,1.8,229461,4.0,Automatic,Front,4,Left wheel,Black,12,False
2000,,ZAZ,969 968m,1989,Coupe,False,Petrol,0.8,201000,3.0,Manual,Front,2,Left wheel,Blue,0,False
3000,,OPEL,Astra,2003,Sedan,False,Petrol,1.9,2222,2.0,Manual,Front,4,Left wheel,Purple,11,False
9722,609.0,TOYOTA,Camry,2018,Sedan,True,Hybrid,2.5,127515,4.0,Automatic,Front,4,Left wheel,Black,12,False
19384,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,127983,4.0,Automatic,Front,4,Left wheel,Grey,4,False
4704,,NISSAN,March,2002,Sedan,False,Petrol,1.4,200000,4.0,Automatic,4x4,4,Right-hand drive,Green,2,False
13172,1091.0,TOYOTA,Camry,2016,Sedan,True,Petrol,2.5,151443,4.0,Automatic,Front,4,Left wheel,Grey,12,False
5018,,MERCEDES-BENZ,Smart,2004,Hatchback,False,Petrol,1.3,1000900,4.0,Tiptronic,Front,4,Right-hand drive,Black,8,False
784,917.0,BMW,X5,2013,Jeep,True,Diesel,3.0,0,6.0,Automatic,4x4,4,Left wheel,Black,12,False
19757,,HYUNDAI,Elantra,2015,Sedan,False,Petrol,1.8,76800,4.0,Tiptronic,Front,4,Left wheel,Blue,12,False
20385,1091.0,MAZDA,CX-5 Touring,2016,Jeep,False,Petrol,2.5,122918,4.0,Automatic,Front,4,Left wheel,Blue,8,False
157,915.0,AUDI,A7,2014,Hatchback,True,Petrol,3.0,401128,6.0,Automatic,4x4,4,Left wheel,Grey,0,False
35438,,HYUNDAI,Sonata,2016,Sedan,True,Hybrid,2.0,144000,4.0,Tiptronic,Front,4,Left wheel,Silver,0,False
941,1356.0,LEXUS,GX 460,2014,Jeep,True,Petrol,4.6,200402,8.0,Automatic,4x4,4,Left wheel,Silver,0,False
31047,333.0,SUBARU,XV,2014,Jeep,True,Hybrid,2.0,99200,4.0,Tiptronic,4x4,4,Left wheel,Green,12,False
4234,642.0,VOLKSWAGEN,Tiguan,2012,Jeep,True,Petrol,2.0,307072,4.0,Automatic,Front,4,Left wheel,Black,12,False
1176,831.0,HONDA,Cr-v,2011,Jeep,True,Petrol,2.4,200960,4.0,Automatic,Front,4,Left wheel,Blue,12,False
20300,,FORD,Fusion,2013,Sedan,False,Petrol,1.6,155300,4.0,Automatic,Front,4,Left wheel,Black,10,True
8154,,HONDA,Edix,2004,Hatchback,False,Petrol,1.7,1000,4.0,Automatic,Front,4,Right-hand drive,Blue,0,True
2800,,HYUNDAI,Elantra,1999,Sedan,False,Petrol,2.0,1111,4.0,Automatic,Front,4,Left wheel,Silver,4,False
37633,1211.0,MERCEDES-BENZ,ML 350 BLUETEC,2010,Jeep,True,Diesel,3.0,69000,6.0,Tiptronic,4x4,4,Left wheel,Black,12,True
49858,891.0,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,126465,4.0,Automatic,Front,4,Left wheel,Grey,4,False
100,,HYUNDAI,IX35 2.0,2013,Jeep,True,Petrol,2.0,100000,10.0,Tiptronic,4x4,4,Left wheel,Silver,12,False
42987,1017.0,HYUNDAI,Sonata,2017,Sedan,True,Petrol,2.0,85532,4.0,Automatic,Front,4,Left wheel,Black,4,False
42692,730.0,SSANGYONG,Actyon,2016,Jeep,True,Petrol,1.6,24846,4.0,Automatic,Front,4,Left wheel,White,4,False
11917,,LEXUS,RX 300,2002,Jeep,True,Petrol,3.0,201000,6.0,Automatic,4x4,4,Left wheel,Silver,8,True
4861,1324.0,TOYOTA,Highlander,2010,Jeep,True,Hybrid,3.3,264877,6.0,Automatic,4x4,4,Left wheel,White,12,False
37476,891.0,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,24526,4.0,Automatic,Front,4,Left wheel,White,4,False
13485,,OPEL,Zafira,2007,Universal,True,Diesel,1.9,0,4.0,Manual,Front,4,Left wheel,Beige,6,True
47537,877.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,1.7,93720,4.0,Automatic,Front,4,Left wheel,White,4,False
7997,,VOLKSWAGEN,Touran,2004,Minivan,False,Petrol,2.0,135000,4.0,Tiptronic,Front,4,Right-hand drive,Silver,8,False
3293,1872.0,CHEVROLET,Impala,2018,Sedan,True,Petrol,3.6,71194,6.0,Automatic,Front,4,Left wheel,Silver,12,False
15681,650.0,CHEVROLET,Cruze,2016,Sedan,False,Petrol,1.4,107200,4.0,Automatic,Rear,4,Left wheel,Black,6,True
10976,765.0,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,421167,4.0,Automatic,Front,4,Left wheel,White,4,False
27654,629.0,HYUNDAI,Elantra,2015,Sedan,True,Petrol,1.6,11261,4.0,Automatic,Front,4,Left wheel,White,4,False
